"id_fonte","numero_pubblicazione","tipo_atto","numero_atto","data_atto","oggetto","data_pubblicazione","data_scadenza","url_documento","allegati"
"1","0317/2024","Determine Dirigenziali","","2024-04-11","Liquidazione di spesa - Lavori per l’abbattimento di n° 2 alberature pericolanti o comunque incombenti sulle pubbliche strade a tutela della pubblica incolumità e rimozione ceppaie.-","2024-04-11","2024-04-26","http://albosquillace.asmenet.it/allegati.php?id_doc=11080443&sez=&data1=11/04/2024&data2=26/04/2024","allegati/fonte1/0317/2024/- Det_n°220_del_10.04.2024.pdf"
"1","0316/2024","avvisi vari","","2024-04-10","Programma di sviluppo rurale della Regione Calabria 2014-2022- Avviso pubblico finalizzato all' individuazione di un agronomo.-","2024-04-10","2024-04-26","http://albosquillace.asmenet.it/allegati.php?id_doc=10110405&sez=&data1=10/04/2024&data2=26/04/2024","allegati/fonte1/0316/2024/- Prot 2866.pdf"
"1","0315/2024","avvisi vari","","2024-04-10","Revisione semestrale delle liste elettorali","2024-04-10","2024-04-30","http://albosquillace.asmenet.it/allegati.php?id_doc=10110407&sez=&data1=10/04/2024&data2=30/04/2024","allegati/fonte1/0315/2024/- Revisione semestrale delle liste elettorali.pdf"
"1","0314/2024","Determine Dirigenziali","","2024-04-10","Impegno di spesa ed affidamento lavori per la manutenzione straordinaria di riparazione della rete idrica su viale Cassiodoro e slla strada provinciale SP122.-","2024-04-10","2024-04-25","http://albosquillace.asmenet.it/allegati.php?id_doc=10100426&sez=&data1=10/04/2024&data2=25/04/2024","allegati/fonte1/0314/2024/- Det_n°219_del_10.04.2024.pdf"
"1","0313/2024","Determine Dirigenziali","","2024-04-10","Affidamento dell’incarico professionale relativo ai servizi tecnici per direzione lavori, contabilità, misura, certificato di regolare esecuzione e coordinamento della sicurezza in fase di esecuzione per i lavori di Riqualificazione e messa in sicurezza di via Fuori le Porte.-","2024-04-10","2024-04-25","http://albosquillace.asmenet.it/allegati.php?id_doc=10100412&sez=&data1=10/04/2024&data2=25/04/2024","allegati/fonte1/0313/2024/- Det_n° 218_del_09.04.2024.pdf"
"1","0312/2024","Determine Dirigenziali","","2024-04-09","Acquisto di dispositivo PC.-","2024-04-09","2024-04-24","http://albosquillace.asmenet.it/allegati.php?id_doc=9110431&sez=&data1=09/04/2024&data2=24/04/2024","allegati/fonte1/0312/2024/- Det_n°216_del_09.04.2024.pdf"
"1","0311/2024","Determine Dirigenziali","","2024-04-09","Impegno di spesa ed affidamento per il servizio di disinfestazione contro processionaria (Pest Control).-","2024-04-09","2024-04-24","http://albosquillace.asmenet.it/allegati.php?id_doc=9090408&sez=&data1=09/04/2024&data2=24/04/2024","allegati/fonte1/0311/2024/- Det_n°215_del_08.04.2024.pdf"
"1","0310/2024","avvisi vari","","2024-04-08","Relazione di fine mandato 2019.2024","2024-04-08","2024-07-07","http://albosquillace.asmenet.it/allegati.php?id_doc=8140431&sez=&data1=08/04/2024&data2=07/07/2024","allegati/fonte1/0310/2024/- relazione di fine mandato 2019.2024.pdf"
"1","0309/2024","Determine Dirigenziali","","2024-04-08","Bando di Concorso per la formazione della graduatoria generale per l’assegnazione degli alloggi di Edilizia Residenziale Pubblica (E.R.P.) ai sensi della Legge Regionale n. 32 del 25/11/1996 e s.m.i. - Presa d’atto e Pubblicazione della graduatoria definitiva trasmessa dalla Commissione Assegnazione Alloggi di Catanzaro (approvata nella seduta n. 2 del 04/04/2024) ai sensi della L.R. n. 32/96 e s.m.i.-","2024-04-08","2024-05-08","http://albosquillace.asmenet.it/allegati.php?id_doc=8090405&sez=&data1=08/04/2024&data2=08/05/2024","allegati/fonte1/0309/2024/- Det_n° 213_del_05.04.2024.pdf,allegati/fonte1/0309/2024/- Graduatoria definitiva All. A.pdf,allegati/fonte1/0309/2024/- Graduatoria definitiva All. B.pdf"
"1","0308/2024","avvisi vari","","2024-04-08","Pubblicazione Graduatoria Generale Definitiva per l'assegnazione di alloggi ERP.-","2024-04-08","2024-05-08","http://albosquillace.asmenet.it/allegati.php?id_doc=8090441&sez=&data1=08/04/2024&data2=08/05/2024","allegati/fonte1/0308/2024/- Pubblicazione Graduatoria Generale Definitiva per"
"1","0306/2024","Delibere di giunta","","2024-04-05","Valorizzazione dell'accantonamento abbligatorio al Fondo di garanzia debiti commerciali.-","2024-04-05","2024-04-20","http://albosquillace.asmenet.it/allegati.php?id_doc=5130456&sez=&data1=05/04/2024&data2=20/04/2024","allegati/fonte1/0306/2024/- Del_G.C._n°_39_del 03.04.2024.pdf"
"1","0305/2024","Determine Dirigenziali","","2024-04-05","Liquidazione di Spesa - “Servizio di conduzione, manutenzione, controllo e custodia degli impianti di depurazione (Donnatolla, Madonna del Ponte, Poveromo e Fiasco Baldaia) e delle stazioni di sollevamento della rete fognaria (n° 7 di cui n° 2 capoluogo, n° 4 frazione marina, n° 1 Fiasco Baldaia)”. Canone mese di Marzo 2024.-","2024-04-05","2024-04-20","http://albosquillace.asmenet.it/allegati.php?id_doc=5120414&sez=&data1=05/04/2024&data2=20/04/2024","allegati/fonte1/0305/2024/- Det_n°210_del_04.04.2024.pdf"
"1","0304/2024","Stato Civile - Pubb. di matrimonio","","2024-04-05","Atto di pubblicazione di matrimonio - Sposi: Mancuso-Gualtieri","2024-04-05","2024-04-13","http://albosquillace.asmenet.it/allegati.php?id_doc=5110406&sez=&data1=05/04/2024&data2=13/04/2024","allegati/fonte1/0304/2024/- Atto n. 2 P.I.pdf"
"1","0303/2024","avvisi vari","","2024-04-05","SELEZIONE PUBBLICA,PER TITOLI ED ESAMI, PER LA COPERTURA DI N. 2 POSTI PART-TIME DI "" ISTRUTTORE DI VIGILANZA"" - CATEGORIA GIURIDICA C - POSIZIONE ECONOMICA C1.","2024-04-05","2024-04-20","http://albosquillace.asmenet.it/allegati.php?id_doc=5100410&sez=&data1=05/04/2024&data2=20/04/2024","allegati/fonte1/0303/2024/- AVVISO RIINVIO PROVA ORALE.pdf"
"1","0302/2024","Ordinanze","","2024-04-05","Ordinanza sindacale per la rimozione e losmaltimento di un tetto in eternit, immobile sito in squillace via Porta Giudaica -.","2024-04-05","2024-06-04","http://albosquillace.asmenet.it/allegati.php?id_doc=5100436&sez=&data1=05/04/2024&data2=04/06/2024","allegati/fonte1/0302/2024/- Ordinanza n. 10-2024.pdf"
"1","0301/2024","Determine Dirigenziali","","2024-04-04","Liquidazione fatture Società Pubblialifana srl.-","2024-04-04","2024-04-19","http://albosquillace.asmenet.it/allegati.php?id_doc=4130430&sez=&data1=04/04/2024&data2=19/04/2024","allegati/fonte1/0301/2024/- Det_n°_211_del_04.04.2024.pdf"
"1","0300/2024","Determine Dirigenziali","","2024-04-04","Liquidazione di spesa fatture varie 2023/2024 - Fornitura energia elettrica Pubblica Illuminazione HERA COMM s.r.l.","2024-04-04","2024-04-19","http://albosquillace.asmenet.it/allegati.php?id_doc=4120403&sez=&data1=04/04/2024&data2=19/04/2024","allegati/fonte1/0300/2024/- Det_n°197_del_02.04.2024.pdf"
"1","0298/2024","Determine Dirigenziali","","2024-04-04","Affidamento dell’incarico professionale relativo alla progettazione definitiva, esecutiva e coordinamento della sicurezza in fase di progettazione per i lavori di Riqualificazione ed Efficientamento Energetico degli immobili di proprietà comunale.-","2024-04-04","2024-04-19","http://albosquillace.asmenet.it/allegati.php?id_doc=4120440&sez=&data1=04/04/2024&data2=19/04/2024","allegati/fonte1/0298/2024/- Det_n° 194_del_29.03.2024.pdf"
"1","0297/2024","Determine Dirigenziali","","2024-04-04","Supporto settore finanziario.-","2024-04-04","2024-04-19","http://albosquillace.asmenet.it/allegati.php?id_doc=4110420&sez=&data1=04/04/2024&data2=19/04/2024","allegati/fonte1/0297/2024/- Det_n°209_del_04.04.2024.pdf"
"1","0296/2024","avvisi vari","","2024-04-04","Progetti di utilità Collettiva - P.U.C.
Avviso/Istanze: ""Mi prendo cura degli anziani""-.","2024-04-04","2024-04-14","http://albosquillace.asmenet.it/allegati.php?id_doc=4090402&sez=&data1=04/04/2024&data2=14/04/2024","allegati/fonte1/0296/2024/- Prot. n. 2671.pdf"
"1","0295/2024","Determine Dirigenziali","","2024-04-04","Impegno di spesa - Fornitura di materiale per lavori di manutenzione ordinaria in amministrazione diretta.-","2024-04-04","2024-04-19","http://albosquillace.asmenet.it/allegati.php?id_doc=4090433&sez=&data1=04/04/2024&data2=19/04/2024","allegati/fonte1/0295/2024/- Det_n° 207_del_03.04.2024.pdf"
"1","0294/2024","Determine Dirigenziali","","2024-04-03","Lavori di “Riqualificazione e messa in sicurezza di via Fuori le Porte”.
Determina a contrarre per l’affidamento dei servizi tecnici per direzione lavori,contabilità, misura, certificato di regolare esecuzione e coordinamento della sicurezza in fase di esecuzione, nonchè approvazione dello schema di convenzione.-","2024-04-03","2024-04-18","http://albosquillace.asmenet.it/allegati.php?id_doc=3160442&sez=&data1=03/04/2024&data2=18/04/2024","allegati/fonte1/0294/2024/- Det._n.201_del_02.04.24.pdf"
"1","0293/2024","Delibere di giunta","","2024-04-03","Approvazione Piano Operativo iniziativa ""BenessereinComune"" con il contributo della Presidenza del Consiglio dei Ministri - Dipartimento per le politiche della famiglia.-","2024-04-03","2024-04-18","http://albosquillace.asmenet.it/allegati.php?id_doc=3120449&sez=&data1=03/04/2024&data2=18/04/2024","allegati/fonte1/0293/2024/- Del_G.C._n°38_del_03.04.2024.pdf"
"1","0292/2024","Delibere di giunta","","2024-04-03","Gestione del Castello Normanno-Svevo - Linee di indirizzo.-","2024-04-03","2024-04-18","http://albosquillace.asmenet.it/allegati.php?id_doc=3120453&sez=&data1=03/04/2024&data2=18/04/2024","allegati/fonte1/0292/2024/- Del_G.C._n°32_del_15.03.2024.pdf"
"1","0291/2024","Determine Dirigenziali","","2024-04-03","Liquidazione compensi professionali. Sentenza n° 89/2023 emessa dal Consiglio di Stato.-","2024-04-03","2024-04-18","http://albosquillace.asmenet.it/allegati.php?id_doc=3110438&sez=&data1=03/04/2024&data2=18/04/2024","allegati/fonte1/0291/2024/- Det_n° 206_del_03.04.2023.pdf"
"1","0289/2024","Determine Dirigenziali","","2024-04-03","Liquidazione di spesa – Fornitura di dieci neon a led.-","2024-04-03","2024-04-18","http://albosquillace.asmenet.it/allegati.php?id_doc=3100420&sez=&data1=03/04/2024&data2=18/04/2024","allegati/fonte1/0289/2024/- Det_n° 205_del_03.04.2024.pdf"
"1","0288/2024","Determine Dirigenziali","","2024-04-03","Liquidazione di spesa – Per un intervento di stasatura rete reflui - Ditta Sandro Greco srl.-","2024-04-03","2024-04-18","http://albosquillace.asmenet.it/allegati.php?id_doc=3100408&sez=&data1=03/04/2024&data2=18/04/2024","allegati/fonte1/0288/2024/- Det_n°_202_del_02.04.2024.pdf"
"1","0286/2024","Determine Dirigenziali","","2024-04-03","Lavori di manutenzione straordinaria per lo smontaggio di n° 4 pensiline, site rispettivamente n° 2 in Squillace centro e n° 2 a Squillace Lido, e il rimontaggio di n° 2 pensiline a Squillace Lido.-","2024-04-03","2024-04-18","http://albosquillace.asmenet.it/allegati.php?id_doc=3090406&sez=&data1=03/04/2024&data2=18/04/2024","allegati/fonte1/0286/2024/- Det_n° 199_del_02.04.2024.pdf"
"1","0285/2024","Determine Dirigenziali","","2024-04-02","Lavori di “Riqualificazione e messa in sicurezza di via Fuori le Porte”. Determina a contrarre per affidamento lavori, mediante Piattaforma Telematica TuttoGare del Comune di Squillace, ai sensi dell’art. 50, co. 1, lett. a) del D.Lgs n° 36/2023. Approvazione schema lettera di invito e disciplinare di gara.-","2024-04-02","2024-04-17","http://albosquillace.asmenet.it/allegati.php?id_doc=2170459&sez=&data1=02/04/2024&data2=17/04/2024","allegati/fonte1/0285/2024/- Determina a contrarre.pdf,allegati/fonte1/0285/2024/- Schema Lettera d'invito e Disciplinare di gara.pdf,allegati/fonte1/0285/2024/- Allegato A.pdf,allegati/fonte1/0285/2024/- Allegato C.pdf,allegati/fonte1/0285/2024/- Allegato D - Autonoma presa visione luoghi.pdf"
"1","0284/2024","Determine Dirigenziali","","2024-04-02","Agenzia delle entrate - avviso di pagamento 2021/005/DI/000000160/0/001.-","2024-04-02","2024-04-17","http://albosquillace.asmenet.it/allegati.php?id_doc=2120437&sez=&data1=02/04/2024&data2=17/04/2024","allegati/fonte1/0284/2024/- Det_n° 196_del_02.04.2024.pdf"
"1","0283/2024","Determine Dirigenziali","","2024-04-02","Liquidazione di Spesa - Servizi di igiene urbana e raccolta differenziata dei rifiuti solidi urbani e assimilati con il sistema porta a porta. Canone mese di Marzo 2024.","2024-04-02","2024-04-17","http://albosquillace.asmenet.it/allegati.php?id_doc=2110411&sez=&data1=02/04/2024&data2=17/04/2024","allegati/fonte1/0283/2024/- Det_n° 195_del_02.04.2024.pdf"
"1","0282/2024","Determine Dirigenziali","","2024-03-29","Ricorsi vari presso la Corte di Giustizia Tributaria -","2024-03-29","2024-04-13","http://albosquillace.asmenet.it/allegati.php?id_doc=29100345&sez=&data1=29/03/2024&data2=13/04/2024","allegati/fonte1/0282/2024/- Det_n° 187_del_27.03.2024.pdf"
"1","0281/2024","Determine Dirigenziali","","2024-03-29","Liquidazione di spesa – Lavori per la manutenzione straordinaria per riparazione di tratti della rete idrica.-","2024-03-29","2024-04-13","http://albosquillace.asmenet.it/allegati.php?id_doc=29090312&sez=&data1=29/03/2024&data2=13/04/2024","allegati/fonte1/0281/2024/- Det_n° 191_del_29.03.2024.pdf"
"1","0280/2024","Determine Dirigenziali","","2024-03-29","Liquidazione di spesa. Fornitura e posa in opera di n.3 tapparelle in alluminio e riparazione di maniglie.-","2024-03-29","2024-04-13","http://albosquillace.asmenet.it/allegati.php?id_doc=29090349&sez=&data1=29/03/2024&data2=13/04/2024","allegati/fonte1/0280/2024/- Det_n° 190_del_29.03.2024.pdf"
"1","0279/2024","Determine Dirigenziali","","2024-03-28","Liquidazione di spesa – Lavori di manutenzione ordinaria agli impianti comunali di pubblica illuminazione.-","2024-03-28","2024-04-12","http://albosquillace.asmenet.it/allegati.php?id_doc=28110304&sez=&data1=28/03/2024&data2=12/04/2024","allegati/fonte1/0279/2024/- Det_n° 186_del_27.03.2024.pdf"
"1","0278/2024","Delibere di giunta","","2024-03-28","Approvazione dello schema del bilancio di previsione finanziario 2024-2026.-","2024-03-28","2024-04-12","http://albosquillace.asmenet.it/allegati.php?id_doc=28100318&sez=&data1=28/03/2024&data2=12/04/2024","allegati/fonte1/0278/2024/- Del_n°37_del_27.03.2024.pdf"
"1","0277/2024","Delibere di giunta","","2024-03-28","Presentazione - Nota di aggiornamento al Documento Unico di Programmazione - Periodo 2024-2025.-","2024-03-28","2024-04-12","http://albosquillace.asmenet.it/allegati.php?id_doc=28100327&sez=&data1=28/03/2024&data2=12/04/2024","allegati/fonte1/0277/2024/- Del.G.C.n°30_del 15.03.2024.pdf"
"1","0276/2024","Determine Dirigenziali","","2024-03-28","Programma Borgovivo: Cultura, Tradizione ed Innovazione.- 
Liquidazione ASMEL Società Consortile arl fattura n° 0178/PA del 13 marzo 2023.-","2024-03-28","2024-04-12","http://albosquillace.asmenet.it/allegati.php?id_doc=28090302&sez=&data1=28/03/2024&data2=12/04/2024","allegati/fonte1/0276/2024/- Det_n° 185_del_27.03.2024.pdf"
"1","0274/2024","avvisi vari","","2024-03-27","Avviso di deposito di atti nella casa comunale ex art. 143 cpc -","2024-03-27","2024-04-16","http://albosquillace.asmenet.it/allegati.php?id_doc=27130348&sez=&data1=27/03/2024&data2=16/04/2024","allegati/fonte1/0274/2024/- Prot. n. 2439.pdf"
"1","0273/2024","Delibere di giunta","","2024-03-27","Tariffe relative al Servizio Idrico Integrato - Anno 2024. Conferma.-","2024-03-27","2024-04-11","http://albosquillace.asmenet.it/allegati.php?id_doc=27120350&sez=&data1=27/03/2024&data2=11/04/2024","allegati/fonte1/0273/2024/- Del_G.C._n°_26_del_15.03.2024.pdf"
"1","0272/2024","Delibere di giunta","","2024-03-27","Legge n. 234/2021 art.1 comma 172; fondo di solidarietà comunale - Risorse aggiuntive. Determinazioni.-","2024-03-27","2024-04-11","http://albosquillace.asmenet.it/allegati.php?id_doc=27110310&sez=&data1=27/03/2024&data2=11/04/2024","allegati/fonte1/0272/2024/- Del_G.C._n°_31_del_15.03.2024.pdf"
"1","0271/2024","Determine Dirigenziali","","2024-03-27","Impegno di spesa ed affidamento intervento di stasatura rete reflui - Ditta Sandro Greco srl.-","2024-03-27","2024-04-11","http://albosquillace.asmenet.it/allegati.php?id_doc=27090332&sez=&data1=27/03/2024&data2=11/04/2024","allegati/fonte1/0271/2024/- Det_n°183_del_26.03.2024.pdf"
"1","0270/2024","Determine Dirigenziali","","2024-03-26","Liquidazione di spesa - Lavori di manutenzione straordinaria per la realizzazione di una nuova pendenza in Piazza Risorgimento a Squillace - Ditta Stilo Edil snc -","2024-03-26","2024-04-10","http://albosquillace.asmenet.it/allegati.php?id_doc=26120327&sez=&data1=26/03/2024&data2=10/04/2024","allegati/fonte1/0270/2024/- Det_n°184_del_26.03.2024.pdf"
"1","0269/2024","Determine Dirigenziali","","2024-03-26","Impegno di spesa - Determina a contrarre e contestuale per la sostituzione dell' impianto frenante fiat tipo targato YA741AG -autofficina Accorinti.-","2024-03-26","2024-04-10","http://albosquillace.asmenet.it/allegati.php?id_doc=26110323&sez=&data1=26/03/2024&data2=10/04/2024","allegati/fonte1/0269/2024/- DET.N.177_2024 .pdf"
"1","0268/2024","Determine Dirigenziali","","2024-03-26","Progetto denominato Ecomuseo della Memoria: la Calabria di Ulisse, Cassiodoro racconta.- Legge n° 18 del 27/02/2017 - Liquidazione commissione di gara.","2024-03-26","2024-04-10","http://albosquillace.asmenet.it/allegati.php?id_doc=26100334&sez=&data1=26/03/2024&data2=10/04/2024","allegati/fonte1/0268/2024/- Det_n° 182_del_26.03.2024.pdf"
"1","0267/2024","Determine Dirigenziali","","2024-03-26","Impegno di spesa ed affidamento per il servizio di derattizzazione (Pest Control).-","2024-03-26","2024-04-10","http://albosquillace.asmenet.it/allegati.php?id_doc=26100345&sez=&data1=26/03/2024&data2=10/04/2024","allegati/fonte1/0267/2024/- Det_n° 180_del_26.03.2024.pdf"
"1","0266/2024","Determine Dirigenziali","","2024-03-26","Liquidazione di spesa - Lavori di manutenzione straordinaria per la sistemazione, riverniciatura ed eventuale sostituzione di listelli di panchine di questo Comune - Ditta Stilo Edil snc.-","2024-03-26","2024-04-10","http://albosquillace.asmenet.it/allegati.php?id_doc=26090353&sez=&data1=26/03/2024&data2=10/04/2024","allegati/fonte1/0266/2024/- Det_n°181_del_26.03.2024.pdf"
"1","0265/2024","Determine Dirigenziali","","2024-03-26","Liquidazione di spesa - Intervento di stasatura rete reflui - Ditta Sandro Greco srl.-","2024-03-26","2024-04-10","http://albosquillace.asmenet.it/allegati.php?id_doc=26090348&sez=&data1=26/03/2024&data2=10/04/2024","allegati/fonte1/0265/2024/- Det_n°178_del_25.03.2024.pdf"
"1","0264/2024","Delibere di giunta","","2024-03-25","Approvazione ed adozione “Regolamento comunale per l’affidamento, mediante procedura sottosoglia, di lavori, beni e servizi”.","2024-03-25","2024-04-24","http://albosquillace.asmenet.it/allegati.php?id_doc=25090334&sez=&data1=25/03/2024&data2=24/04/2024","allegati/fonte1/0264/2024/- Del_G.C._n°56_del_15.03.2024.pdf,allegati/fonte1/0264/2024/- Regolamento O.E..pdf"
"1","0263/2024","avvisi vari","","2024-03-23","Manifestazione d’interesse nella Concessione Demaniale stagionale per installazione campo boe, per rimessaggio barche da diporto nautico con Punto di Ormeggio ed annesso corridoio di lancio (Periodo dal 01/06/2024 - al 30/09/2024)","2024-03-23","2024-04-22","http://albosquillace.asmenet.it/allegati.php?id_doc=23140308&sez=&data1=23/03/2024&data2=22/04/2024","allegati/fonte1/0263/2024/- Avviso pubblicazione Manifestazione interesse.pdf"
"1","0262/2024","Bandi di gara - Esiti gare e appalti","","2024-03-23","Manifestazione d’interesse nella Concessione Demaniale stagionale per installazione campo boe, per rimessaggio barche da diporto nautico con Punto di Ormeggio ed annesso corridoio di lancio (Periodo dal 01/06/2024 - al 30/09/2024)","2024-03-23","2024-04-22","http://albosquillace.asmenet.it/allegati.php?id_doc=23140344&sez=&data1=23/03/2024&data2=22/04/2024","allegati/fonte1/0262/2024/- Avviso pubblicazione Manifestazione interesse.pdf"
"1","0261/2024","Determine Dirigenziali","","2024-03-22","Impegno di spesa ed affidamento intervento di stasatura rete reflui - Ditta Sandro Greco srl.-","2024-03-22","2024-04-06","http://albosquillace.asmenet.it/allegati.php?id_doc=22110350&sez=&data1=22/03/2024&data2=06/04/2024","allegati/fonte1/0261/2024/- Det_n°176_del_21.03.2024.pdf"
"1","0260/2024","Determine Dirigenziali","","2024-03-22","Liquidazione di spesa - Acquisto di attrezzature varie per l’istituto comprensivo di Squillace –","2024-03-22","2024-04-06","http://albosquillace.asmenet.it/allegati.php?id_doc=22100353&sez=&data1=22/03/2024&data2=06/04/2024","allegati/fonte1/0260/2024/- Det_n°175_del_21.03.2024.pdf"
"1","0259/2024","Determine Dirigenziali","","2024-03-22","Acquisto di dispositivo PC.-","2024-03-22","2024-04-06","http://albosquillace.asmenet.it/allegati.php?id_doc=22080304&sez=&data1=22/03/2024&data2=06/04/2024","allegati/fonte1/0259/2024/- Det_n°170_del_21.03.2024.pdf"
"1","0258/2024","Determine Dirigenziali","","2024-03-21","Impegno di spesa ed affidamento lavori per la manutenzione straordinaria per riparazione di tratti della rete idrica.-","2024-03-21","2024-04-05","http://albosquillace.asmenet.it/allegati.php?id_doc=21120304&sez=&data1=21/03/2024&data2=05/04/2024","allegati/fonte1/0258/2024/- Det_n° 172_del_21.03.2024.pdf"
"1","0257/2024","Determine Dirigenziali","","2024-03-21","Interventi di manutenzione straordinaria di riparazione rete idrica in prossimità del cimitero comunale.-","2024-03-21","2024-04-05","http://albosquillace.asmenet.it/allegati.php?id_doc=21120312&sez=&data1=21/03/2024&data2=05/04/2024","allegati/fonte1/0257/2024/- Det_n°174_del_21.03.2024.pdf"
"1","0256/2024","avvisi vari","","2024-03-21","Avviso pubblico per l'acquisizione di manifestazioni d'interesse a partecipare all'intervento ""BenessereInComune"" -.","2024-03-21","2024-03-28","http://albosquillace.asmenet.it/allegati.php?id_doc=21100328&sez=&data1=21/03/2024&data2=28/03/2024","allegati/fonte1/0256/2024/- Prot. n. 2230.pdf"
"1","0255/2024","Determine Dirigenziali","","2024-03-21","Liquidazione di spesa - Risanamento rete reflui urbani in via Damiano Assanti.-","2024-03-21","2024-04-05","http://albosquillace.asmenet.it/allegati.php?id_doc=21090304&sez=&data1=21/03/2024&data2=05/04/2024","allegati/fonte1/0255/2024/- Det_n°169_del_20.03.2024.pdf"
"1","0254/2024","Determine Dirigenziali","","2024-03-21","Ampliamento del Cimitero comunale -  I lotto funzionale.-
Liquidazione 1° SAL.-","2024-03-21","2024-04-05","http://albosquillace.asmenet.it/allegati.php?id_doc=21090347&sez=&data1=21/03/2024&data2=05/04/2024","allegati/fonte1/0254/2024/- Det_n° 168_del_20.03.2024.pdf"
"1","0253/2024","Determine Dirigenziali","","2024-03-21","Realizzazione rete LAN ... Atto di liquidazione -.","2024-03-21","2024-03-31","http://albosquillace.asmenet.it/allegati.php?id_doc=21090305&sez=&data1=21/03/2024&data2=31/03/2024","allegati/fonte1/0253/2024/- Det. n. 147_24.pdf"
"1","0252/2024","Determine Dirigenziali","","2024-03-21","Legge 448/85 Fornitura libri di testo a. s. 2023/2024 - Atto di liquidazione -.","2024-03-21","2024-03-31","http://albosquillace.asmenet.it/allegati.php?id_doc=21090332&sez=&data1=21/03/2024&data2=31/03/2024","allegati/fonte1/0252/2024/- Det. n. 101_24.pdf"
"1","0251/2024","Determine Dirigenziali","","2024-03-21","Legge 431/98 ..... Bando di concorso 2022...","2024-03-21","2024-03-31","http://albosquillace.asmenet.it/allegati.php?id_doc=21090314&sez=&data1=21/03/2024&data2=31/03/2024","allegati/fonte1/0251/2024/- Det. n. 98_24.pdf"
"1","0250/2024","Determine Dirigenziali","","2024-03-21","Concessione contributo ... Ass.ne Angeli Blu ....","2024-03-21","2024-03-31","http://albosquillace.asmenet.it/allegati.php?id_doc=21090354&sez=&data1=21/03/2024&data2=31/03/2024","allegati/fonte1/0250/2024/- Det. n. 898_23.pdf"
"1","0249/2024","Determine Dirigenziali","","2024-03-21","Rinnovo anno 2024 .... Rilevazione annuale .. Ditta Nuova Elscar -.","2024-03-21","2024-03-31","http://albosquillace.asmenet.it/allegati.php?id_doc=21090327&sez=&data1=21/03/2024&data2=31/03/2024","allegati/fonte1/0249/2024/- Det. n. 150_24.pdf"
"1","0248/2024","Determine Dirigenziali","","2024-03-21","Beneficiari RdC .... Stipula polizza ...","2024-03-21","2024-03-31","http://albosquillace.asmenet.it/allegati.php?id_doc=21090300&sez=&data1=21/03/2024&data2=31/03/2024","allegati/fonte1/0248/2024/- Det. n. 148_24.pdf"
"1","0247/2024","Delibere di giunta","","2024-03-21","Destinazione dei proventi delle sanzioni amministrative per violazione al Codice della Strada per l'anno 2024.-","2024-03-21","2024-04-05","http://albosquillace.asmenet.it/allegati.php?id_doc=21090335&sez=&data1=21/03/2024&data2=05/04/2024","allegati/fonte1/0247/2024/- Del_G.C._n.29_del_15.03.2024.pdf"
"1","0246/2024","Determine Dirigenziali","","2024-03-21","Ditta Galati Roberto ... Fornitura carburante .....Liquidazione","2024-03-21","2024-03-31","http://albosquillace.asmenet.it/allegati.php?id_doc=21090324&sez=&data1=21/03/2024&data2=31/03/2024","allegati/fonte1/0246/2024/- Det. n. 154_24.pdf"
"1","0245/2024","Determine Dirigenziali","","2024-03-21","Liquidazione ditta Il Faro ... Servizio mensa scolastica ...mese di febbraio 2024 ...","2024-03-21","2024-03-31","http://albosquillace.asmenet.it/allegati.php?id_doc=21090353&sez=&data1=21/03/2024&data2=31/03/2024","allegati/fonte1/0245/2024/- Det. n. 156_24.pdf"
"1","0244/2024","Determine Dirigenziali","","2024-03-21","Liquidazione per il servizio di Pest- Control .....Ditta Anticimex...","2024-03-21","2024-03-31","http://albosquillace.asmenet.it/allegati.php?id_doc=21090340&sez=&data1=21/03/2024&data2=31/03/2024","allegati/fonte1/0244/2024/- Det. n. 166_24.pdf"
"1","0243/2024","Delibere di giunta","","2024-03-21","Servizi pubblici a domanda individuale. Determinazione Tarife, contribuzioni e tasso di copertura costi di gestione. Anno 2024.-","2024-03-21","2024-04-05","http://albosquillace.asmenet.it/allegati.php?id_doc=21090330&sez=&data1=21/03/2024&data2=05/04/2024","allegati/fonte1/0243/2024/- Del_G.C._n.25_del_15.03.2024.pdf"
"1","0242/2024","Determine Dirigenziali","","2024-03-21","Liquidazione compensi professionali.-","2024-03-21","2024-04-05","http://albosquillace.asmenet.it/allegati.php?id_doc=21090325&sez=&data1=21/03/2024&data2=05/04/2024","allegati/fonte1/0242/2024/- Det_n°167_del_20.03.2024.pdf"
"1","0241/2024","Delibere di giunta","","2024-03-20","Anticipazione di tesoreria per l'esercizio 2024.-","2024-03-20","2024-04-04","http://albosquillace.asmenet.it/allegati.php?id_doc=20130309&sez=&data1=20/03/2024&data2=04/04/2024","allegati/fonte1/0241/2024/- Del_G.C._28_del_15.03.2024.pdf"
"1","0240/2024","Delibere di giunta","","2024-03-20","Quantificazione delle somme impignorabili per il primo semestre dell'anno 2024.-","2024-03-20","2024-04-04","http://albosquillace.asmenet.it/allegati.php?id_doc=20130312&sez=&data1=20/03/2024&data2=04/04/2024","allegati/fonte1/0240/2024/- Del_G.C._27_del_15.03.204.pdf"
