"id_fonte","numero_pubblicazione","tipo_atto","numero_atto","data_atto","oggetto","data_pubblicazione","data_scadenza","url_documento","allegati"
"1","0882/2022","Ordinanze","","2022-10-21","Ordinanza per bonifica abitazione privata.-","2022-10-21","2022-11-05","http://albosquillace.asmenet.it/allegati.php?id_doc=21101015&sez=&data1=21/10/2022&data2=05/11/2022","allegati/fonte1/0882/2022/- Ord_n°110_Del_21.10.2022.pdf"
"1","0881/2022","Determine Dirigenziali","","2022-10-20","Piano delle estinzioni - Liquidazione Creditori - Italcantieri F.lli Mirante - già Italcantieri sas - P.IVA 02698500796.-","2022-10-20","2022-11-04","http://albosquillace.asmenet.it/allegati.php?id_doc=20121018&sez=&data1=20/10/2022&data2=04/11/2022","allegati/fonte1/0881/2022/- Det_n°490_del_20.10.2022.pdf"
"1","0880/2022","Determine Dirigenziali","","2022-10-20","Affidamento incarico Perito Istruttore Demaniale, presa atto individuazione PID della Regione Calabria ed Approvazione schema di Convenzione - Ditta I.R.E. srl.- Fascicolo ID 191.2-","2022-10-20","2022-11-04","http://albosquillace.asmenet.it/allegati.php?id_doc=20101027&sez=&data1=20/10/2022&data2=04/11/2022","allegati/fonte1/0880/2022/- Det._n.489_del_19.10.2022.pdf,allegati/fonte1/0880/2022/- Schema di Convenzione.pdf"
"1","0879/2022","Determine Dirigenziali","","2022-10-19","Liquidazione tributo bonifica.-","2022-10-19","2022-11-03","http://albosquillace.asmenet.it/allegati.php?id_doc=19131002&sez=&data1=19/10/2022&data2=03/11/2022","allegati/fonte1/0879/2022/- Det_n°93_del_19.10.2022.pdf"
"1","0878/2022","Determine Dirigenziali","","2022-10-19","Aquisto Carta uffici comunali -","2022-10-19","2022-10-29","http://albosquillace.asmenet.it/allegati.php?id_doc=19111029&sez=&data1=19/10/2022&data2=29/10/2022","allegati/fonte1/0878/2022/- Det .n. 487_22.pdf"
"1","0877/2022","Bandi di gara - Esiti gare e appalti","","2022-10-19","Lavori di “Riqualificazione e messa in sicurezza della viabilità comunale” - Gara d’appalto con Procedura Negoziata, ai sensi dell’art. 63 del D.Lgs. n. 50/2016 e dell’art. 1, comma 2, lettera b) del decreto-legge n. 76 del 2020, interamente telematica con aggiudicazione secondo il criterio del prezzo più basso, come previsto dall’art. 36 comma 9 bis del D.lgs. n. 50/2016 s.m.i.","2022-10-19","2022-11-18","http://albosquillace.asmenet.it/allegati.php?id_doc=19101003&sez=&data1=19/10/2022&data2=18/11/2022","allegati/fonte1/0877/2022/- Lettera Invito e Disciplinare.pdf,allegati/fonte1/0877/2022/- Determina a contrarre.pdf"
"1","0876/2022","Determine Dirigenziali","","2022-10-19","Gara d'appalto con Procedua Negoziata, interamente telematica con aggiudicazione secondo il criterio del prezzo più basso. Lavori di Riqualificazione e messa in sicurezza della viabilità comunale. Determina a contrarre.-","2022-10-19","2022-11-03","http://albosquillace.asmenet.it/allegati.php?id_doc=19091008&sez=&data1=19/10/2022&data2=03/11/2022","allegati/fonte1/0876/2022/- Det._n.486_del_19.10.2022.pdf,allegati/fonte1/0876/2022/- Lettera Invito e Disciplinare - Schema.pdf"
"1","0875/2022","Determine Dirigenziali","","2022-10-19","Restituzione somme eredi Vatrò.-","2022-10-19","2022-11-03","http://albosquillace.asmenet.it/allegati.php?id_doc=19081058&sez=&data1=19/10/2022&data2=03/11/2022","allegati/fonte1/0875/2022/- Det_n°483_del_18.10.2022.pdf"
"1","0874/2022","Determine Dirigenziali","","2022-10-19","Impegno di spesa - Revisione degli estintori negli immobili comunali - Ditta A.S.C. di Alfonso Toscano.-","2022-10-19","2022-11-03","http://albosquillace.asmenet.it/allegati.php?id_doc=19081003&sez=&data1=19/10/2022&data2=03/11/2022","allegati/fonte1/0874/2022/- Det_n°447_del_03.10.2022.pdf"
"1","0873/2022","Determine Dirigenziali","","2022-10-19","Impegno di spesa - Ditta IDROSAN di Orazio Cristofaro - Fornitura di materiale per lavori di manutenzione ordinaria.-","2022-10-19","2022-11-03","http://albosquillace.asmenet.it/allegati.php?id_doc=19081040&sez=&data1=19/10/2022&data2=03/11/2022","allegati/fonte1/0873/2022/- Det_n°485_18.10.2022.pdf"
"1","0872/2022","Bandi di gara - Esiti gare e appalti","","2022-10-18","Lavori di “Programma Borgovivo: Cultura, Tradizione ed Innovazione” - Gara d’appalto con Procedura Negoziata, ai sensi dell’art. 63 del D.Lgs. n. 50/2016 e dell’art. 1, comma 2, lettera b) del decreto-legge n. 76 del 2020, interamente telematica con aggiudicazione secondo il criterio del prezzo più basso, come previsto dall’art. 36 comma 9 bis del D.lgs. n. 50/2016 s.m.i.","2022-10-18","2022-11-17","http://albosquillace.asmenet.it/allegati.php?id_doc=18191055&sez=&data1=18/10/2022&data2=17/11/2022","allegati/fonte1/0872/2022/- Lettera Invito e Disciplinare.pdf,allegati/fonte1/0872/2022/- Determina a contrarre.pdf"
"1","0871/2022","Determine Dirigenziali","","2022-10-18","Lavori di “Programma Borgovivo: Cultura, Tradizione ed Innovazione” - Gara d’appalto con Procedura Negoziata, ai sensi dell’art. 63 del D.Lgs. n. 50/2016 e dell’art. 1, comma 2, lettera b) del decreto-legge n. 76 del 2020, interamente telematica con aggiudicazione secondo il criterio del prezzo più basso, come previsto dall’art. 36 comma 9 bis del D.lgs. n. 50/2016 s.m.i.","2022-10-18","2022-11-17","http://albosquillace.asmenet.it/allegati.php?id_doc=18191045&sez=&data1=18/10/2022&data2=17/11/2022","allegati/fonte1/0871/2022/- Determina a contrarre.pdf,allegati/fonte1/0871/2022/- Lettera Invito e Disciplinare - Schema.pdf"
"1","0870/2022","Bandi di gara - Esiti gare e appalti","","2022-10-18","Gara di appalto con Procedura Negoziata, ai sensi dell'art.63 D.Lgs. n.50/2016 e dell'art.1, comma 2, lettera b) del decreto-legge n.76 del 2020, interamente telematica con aggiudicazione secondo il criterio del prezzo più basso, come previsto dall'art.36 comma 9 bis del D.Lgs. n.50/2016 s.m.i.. Lavori di adeguamento funzionale degli impianti di depurazione a fanghi attivi siti in loc. Poveromo, loc. Madonna del Ponte e loc. Donnatolla. Realizzazionie nuovo impianto compatto a fanghi attivi in loc. Fiasco Baldaia (600 a.e.) e dismissione dell'esistente.","2022-10-18","2022-11-07","http://albosquillace.asmenet.it/allegati.php?id_doc=18071044&sez=&data1=18/10/2022&data2=07/11/2022","allegati/fonte1/0870/2022/- Invito e Disciplinare.pdf,allegati/fonte1/0870/2022/- Determina a contrarre.pdf"
"1","0869/2022","Determine Dirigenziali","","2022-10-17","Gara di appalto con Procedura Negoziata, ai sensi dell'art.63 D.Lgs. n.50/2016 e dell'art.1, comma 2, lettera b) del decreto-legge n.76 del 2020, interamente telematica con aggiudicazione secondo il criterio del prezzo più basso, come previsto dall'art.36 comma 9 bis del D.Lgs. n.50/2016 s.m.i.. Lavori di adeguamento funzionale degli impianti di depurazione a fanghi attivi siti in loc. Poveromo, loc. Madonna del Ponte e loc. Donnatolla. Realizzazionie nuovo impianto compatto a fanghi attivi in loc. Fiasco Baldaia (600 a.e.) e dismissione dell'esistente. Determina a contrarre","2022-10-17","2022-11-01","http://albosquillace.asmenet.it/allegati.php?id_doc=17131049&sez=&data1=17/10/2022&data2=01/11/2022","allegati/fonte1/0869/2022/- Det_n°480_Del_17.10.2022.pdf,allegati/fonte1/0869/2022/- Invito e Disciplinare Schema.pdf"
"1","0868/2022","Determine Dirigenziali","","2022-10-17","Fornitura carburante automezzi comunali mese giugno-luglio 2022. Integrazione Liquidazione.","2022-10-17","2022-10-27","http://albosquillace.asmenet.it/allegati.php?id_doc=17131038&sez=&data1=17/10/2022&data2=27/10/2022","allegati/fonte1/0868/2022/- DET.N.481_22.pdf"
"1","0867/2022","Stato Civile - Pubb. di matrimonio","","2022-10-17","Atto di pubblicazione di matrimonio - Derro/Stilo","2022-10-17","2022-10-25","http://albosquillace.asmenet.it/allegati.php?id_doc=17121024&sez=&data1=17/10/2022&data2=25/10/2022","allegati/fonte1/0867/2022/- atto n. 11.pdf"
"1","0866/2022","Determine Dirigenziali","","2022-10-14","SOSTITUZIONE PALI E LANTERNE SEMAFORICHE- IMPEGNO DI SPESA - SOCIET TAVANO GIUSEPPE SRL","2022-10-14","2022-10-24","http://albosquillace.asmenet.it/allegati.php?id_doc=14141054&sez=&data1=14/10/2022&data2=24/10/2022","allegati/fonte1/0866/2022/- det.n.479_22.pdf"
"1","0865/2022","Delibere di giunta","","2022-10-14","prelevamento dal fondo di riserva","2022-10-14","2022-11-13","http://albosquillace.asmenet.it/allegati.php?id_doc=14131058&sez=&data1=14/10/2022&data2=13/11/2022","allegati/fonte1/0865/2022/- DEL G.C. 109_2022.pdf"
"1","0864/2022","Bandi di gara - Esiti gare e appalti","","2022-10-14","“Affidamento in concessione ai sensi dell’art. 183 comma 15 del D.lgs. n. 50/2016 e s.m.i., del servizio di gestione e manutenzione, nonchè l’adeguamento, l’ammodernamento tecnologico e funzionale ed il risparmio energetico degli impianti di pubblica illuminazione esistenti sul territorio del Comune di Squillace (CZ)”. Contratto di rendimento energetico, mediante proposta di Project Financing, ai sensi dell’art. 183, comma 15 del D.lgs n. 50/2016 con diritto di prelazione a favore del soggetto promotore.","2022-10-14","2022-11-23","http://albosquillace.asmenet.it/allegati.php?id_doc=14121056&sez=&data1=14/10/2022&data2=23/11/2022","allegati/fonte1/0864/2022/- Bando gara.pdf,allegati/fonte1/0864/2022/- Disciplinare di gara.pdf,allegati/fonte1/0864/2022/- Determina a contrarre.pdf,allegati/fonte1/0864/2022/- Allegati.zip"
"1","0863/2022","Manifesti","","2022-10-14","Elezioni della Camera dei Deputati e del Senato della Repubblica ....","2022-10-14","2022-10-24","http://albosquillace.asmenet.it/allegati.php?id_doc=14091005&sez=&data1=14/10/2022&data2=24/10/2022","allegati/fonte1/0863/2022/- prot. n. 6308_22.pdf"
"1","0862/2022","Determine Dirigenziali","","2022-10-13","Gara di appalto con procedura aperta, art.60 Dlgs 50/2016, interamente telematica art.58 Dlgs 50/2016, aggiudicazione con il criterio dell'offerta economicamente più vantaggiosa per l'Amministrazione comunale. Procedura di finanza di progetto: art. 183 c.15 Dlgs 50/2016 con diritto di prelazione a favore del promotore Società TAVANO Giuseppe s.r.l. con sede a Borgia (CZ) in Via Dirupi n.5. Affidamento in concessione del servizio di gestione, manutenzione, adeguamento, ammodernamento tecnologico e funzionale ed il risparmio energetico degli impianti della pubblica illuminazione esistente sul territorio del Comune di Squillace (CZ). Contratto di rendimento energetico mediante proposta di Project Financing. Determina a contrarre.","2022-10-13","2022-10-28","http://albosquillace.asmenet.it/allegati.php?id_doc=13151058&sez=&data1=13/10/2022&data2=28/10/2022","allegati/fonte1/0862/2022/- Det_n°478_del_13.10.2022.pdf,allegati/fonte1/0862/2022/- Bando gara - Schema.pdf"
"1","0861/2022","Determine Dirigenziali","","2022-10-13","Liquidazione di spesa - Per intervento di manutenzione straordinaria per lavori di efficientamento impianto “Fiasco Baldaia” - Ditta Frascà Servizi Tecnici per l’Ambiente srl.-","2022-10-13","2022-10-28","http://albosquillace.asmenet.it/allegati.php?id_doc=13131035&sez=&data1=13/10/2022&data2=28/10/2022","allegati/fonte1/0861/2022/- Det_n°477_del_13.10.2022.pdf"
"1","0860/2022","Determine Dirigenziali","","2022-10-13","Riversamento tributi comune di Spotorno.-","2022-10-13","2022-10-28","http://albosquillace.asmenet.it/allegati.php?id_doc=13111054&sez=&data1=13/10/2022&data2=28/10/2022","allegati/fonte1/0860/2022/- Det_n°476_del_13.10.2022.pdf"
"1","0859/2022","Ordinanze","","2022-10-12","Ordinanza di non potabilità dell'acqua -.","2022-10-12","2022-11-11","http://albosquillace.asmenet.it/allegati.php?id_doc=12131056&sez=&data1=12/10/2022&data2=11/11/2022","allegati/fonte1/0859/2022/- Ord. n. 108_22.pdf"
"1","0858/2022","Delibere di giunta","","2022-10-12","Approvazione atto di transazione tra il Comune di Squillace e la Italcantieri F.lli Mirante S.r.l..-","2022-10-12","2022-10-27","http://albosquillace.asmenet.it/allegati.php?id_doc=12131035&sez=&data1=12/10/2022&data2=27/10/2022","allegati/fonte1/0858/2022/- Del_G.C._n°_104_del_30.09.2022.pdf,allegati/fonte1/0858/2022/- Allegato.pdf"
"1","0857/2022","Determine Dirigenziali","","2022-10-12","Servizio di conduzione, manutenzione, controllo e custodia degli impianti di depurazione (Donnatolla, Madonna del Ponte, Poveromo e Fiasco Baldaia) e delle stazioni di sollevamento della rete fognaria (n°7  di cui n°2 capoluogo, n°4 frazione marina, n°1 Fiasco Baldaia) del Comune di Squillace. Avvenuta efficacia dell'aggiudicazione.-","2022-10-12","2022-10-27","http://albosquillace.asmenet.it/allegati.php?id_doc=12121027&sez=&data1=12/10/2022&data2=27/10/2022","allegati/fonte1/0857/2022/- Det_n°475_del_12.10.2022.pdf"
"1","0856/2022","Bandi di gara - Esiti gare e appalti","","2022-10-12","AVVISO DI AVVENUTA STIPULA DEL CONTRATTO - Messa in sicurezza del territorio di Squillace lido - Regimentazione delle acque meteoriche nel centro abitato di Squillace lido","2022-10-12","2022-10-27","http://albosquillace.asmenet.it/allegati.php?id_doc=12111055&sez=&data1=12/10/2022&data2=27/10/2022","allegati/fonte1/0856/2022/- Avviso avvenuta stipula contratto.pdf"
"1","0855/2022","Determine Dirigenziali","","2022-10-12","Piano delle estinzioni - liquidazioni creditori - Avv. Rossella Lioi","2022-10-12","2022-10-22","http://albosquillace.asmenet.it/allegati.php?id_doc=12101000&sez=&data1=12/10/2022&data2=22/10/2022","allegati/fonte1/0855/2022/- Det. n. 468_22.pdf"
"1","0854/2022","Determine Dirigenziali","","2022-10-12","Funerali concittadino Lapa Benito","2022-10-12","2022-10-22","http://albosquillace.asmenet.it/allegati.php?id_doc=12101053&sez=&data1=12/10/2022&data2=22/10/2022","allegati/fonte1/0854/2022/- Det. n. 474_22.pdf"
"1","0853/2022","Bandi di gara - Esiti gare e appalti","","2022-10-12","ATTESTAZIONE DI AVVENUTA EFFICACIA DELL’AGGIUDICAZIONE - “Servizio di conduzione, manutenzione, controllo e custodia degli impianti di depurazione (Donnatolla, Madonna del Ponte, Poveromo e Fiasco Baldaia) e delle stazioni di sollevamento della rete fognaria (n° 7 di cui n° 2 capoluogo, n° 4 frazione marina, n° 1 Fiasco Baldaia) del Comune di Squillace”. CIG: 9108922839","2022-10-12","2022-10-27","http://albosquillace.asmenet.it/allegati.php?id_doc=12101037&sez=&data1=12/10/2022&data2=27/10/2022","allegati/fonte1/0853/2022/- Attestazione efficacia aggiudicazione.pdf"
"1","0852/2022","Determine Dirigenziali","","2022-10-11","Impegno di spesa – Manutenzione Straordinaria Impianti di Pubblica Illuminazione - Ditta BSD IMPIANTI.-","2022-10-11","2022-10-26","http://albosquillace.asmenet.it/allegati.php?id_doc=11131028&sez=&data1=11/10/2022&data2=26/10/2022","allegati/fonte1/0852/2022/- Det_n°_473_del_11.10.2022.pdf"
"1","0851/2022","Determine Dirigenziali","","2022-10-11","Liquidazione di spesa - Lavori di manutenzione straordinaria per la revisione di bagni , serrande e la fornitura e posa in opera di rubinetti a servizio del plesso scolastico Istituto Comprensivo di via D. Assanti Squillace - Ditta Costruzioni TOLONE Srls.-","2022-10-11","2022-10-26","http://albosquillace.asmenet.it/allegati.php?id_doc=11121036&sez=&data1=11/10/2022&data2=26/10/2022","allegati/fonte1/0851/2022/- Det_n°472_del_10.10.2022.pdf"
"1","0850/2022","Determine Dirigenziali","","2022-10-11","Liquidazione di spesa - Lavori di manutenzione straordinaria per la fornitura e posa in opera di uno scaldino e di una serratura per il cancello a servizio per la scuola dell ' infanzia di Squillace Lido - Ditta Costruzioni TOLONE Srls.-","2022-10-11","2022-10-26","http://albosquillace.asmenet.it/allegati.php?id_doc=11121052&sez=&data1=11/10/2022&data2=26/10/2022","allegati/fonte1/0850/2022/- Det_n°471_del_10.10.2022.pdf"
"1","0849/2022","Determine Dirigenziali","","2022-10-11","Liquidazione di spesa per i lavori di manutenzione per la fornitura e la posa di una porta interna e di un serbatoio a servizio della scuola dell'infanzia a Squillace Lido - Ditta TOLONE Costruzioni srls.-","2022-10-11","2022-10-26","http://albosquillace.asmenet.it/allegati.php?id_doc=11111043&sez=&data1=11/10/2022&data2=26/10/2022","allegati/fonte1/0849/2022/- Det_n°470_del_10.10.2022.pdf"
"1","0848/2022","Determine Dirigenziali","","2022-10-11","Liquidazione di spesa per pulizia canali raccolta acque meteoriche sul territorio comunale - Ditta PASSAFARO Rocco.-","2022-10-11","2022-10-26","http://albosquillace.asmenet.it/allegati.php?id_doc=11111006&sez=&data1=11/10/2022&data2=26/10/2022","allegati/fonte1/0848/2022/- Det_n°469_del_10.10.2022.pdf"
"1","0847/2022","Determine Dirigenziali","","2022-10-11","Liquidazione di spesa per stasatura tratti rete reflui territorio comunale - Ditta Sandro Greco srl.-","2022-10-11","2022-10-26","http://albosquillace.asmenet.it/allegati.php?id_doc=11101053&sez=&data1=11/10/2022&data2=26/10/2022","allegati/fonte1/0847/2022/- Det_n°468_del_10.10.2022.pdf"
"1","0846/2022","Determine Dirigenziali","","2022-10-11","Liquidazione di spesa per interventi di manutenzione straordinaria di riparazione tratti di rete idrica - Ditta CAMPORATO snc.-","2022-10-11","2022-10-26","http://albosquillace.asmenet.it/allegati.php?id_doc=11091023&sez=&data1=11/10/2022&data2=26/10/2022","allegati/fonte1/0846/2022/- Det_n°467_del_10.10.2022.pdf"
"1","0845/2022","Delibere di giunta","","2022-10-10","Approvazione progetti PUC - III Edizione","2022-10-10","2022-10-25","http://albosquillace.asmenet.it/allegati.php?id_doc=10121006&sez=&data1=10/10/2022&data2=25/10/2022","allegati/fonte1/0845/2022/- Del. G. C. 108_22.pdf"
"1","0844/2022","Delibere di giunta","","2022-10-10","Contributo per i festeggiamenti del Santo patrono Sant'Agazio Martire -.","2022-10-10","2022-10-25","http://albosquillace.asmenet.it/allegati.php?id_doc=10121051&sez=&data1=10/10/2022&data2=25/10/2022","allegati/fonte1/0844/2022/- Del. G.C. n. 106_22.pdf"
"1","0843/2022","Delibere di giunta","","2022-10-10","Approvazione atto di transazione tra il Comune di squillace e l'Avv. Rossella Lioi","2022-10-10","2022-10-25","http://albosquillace.asmenet.it/allegati.php?id_doc=10121049&sez=&data1=10/10/2022&data2=25/10/2022","allegati/fonte1/0843/2022/- Del. G.C. n. 103_22.pdf,allegati/fonte1/0843/2022/- atto di transazione.pdf"
"1","0842/2022","Determine Dirigenziali","","2022-10-10","integrazione permanente orario di lavoro personale part-time ex LPU ..... per incremento ore ....","2022-10-10","2022-10-20","http://albosquillace.asmenet.it/allegati.php?id_doc=10111023&sez=&data1=10/10/2022&data2=20/10/2022","allegati/fonte1/0842/2022/- Det.n. 442_22.pdf"
"1","0841/2022","Delibere di giunta","","2022-10-10","Contratto di lavoro a tempo indeterminato dell'ex lavoratore LSU stabilizzato ......indirizzi -.","2022-10-10","2022-10-25","http://albosquillace.asmenet.it/allegati.php?id_doc=10111001&sez=&data1=10/10/2022&data2=25/10/2022","allegati/fonte1/0841/2022/- Del. G.C. 101_22.pdf"
"1","0840/2022","Determine Dirigenziali","","2022-10-10","Liquidazione fattura - Ditta soluzioni Tecnologiche s.r.l.s - acquisto personal computer . -","2022-10-10","2022-10-25","http://albosquillace.asmenet.it/allegati.php?id_doc=10111051&sez=&data1=10/10/2022&data2=25/10/2022","allegati/fonte1/0840/2022/- Det_n°466_del_10.10.2022.pdf"
"1","0839/2022","Determine Dirigenziali","","2022-10-10","Liquidazione fattura - Ditta F.lli Camporato - Lavori di stumulazione presso cimitero comunale -.","2022-10-10","2022-10-25","http://albosquillace.asmenet.it/allegati.php?id_doc=10111036&sez=&data1=10/10/2022&data2=25/10/2022","allegati/fonte1/0839/2022/- Det_n°465_del_10.10.2022.pdf"
"1","0838/2022","Determine Dirigenziali","","2022-10-10","Liquidazione - . Lavori di estumulazione salme presso il cimitero comunale - Ditta F.lli Camporato -.","2022-10-10","2022-10-25","http://albosquillace.asmenet.it/allegati.php?id_doc=10111002&sez=&data1=10/10/2022&data2=25/10/2022","allegati/fonte1/0838/2022/- Det_n°464_del_10.10.2022.pdf"
"1","0837/2022","Determine Dirigenziali","","2022-10-10","Liquidazione fattura - lavorazione e postalizzazione verbali - Ditta Lineamax - Borgia.-","2022-10-10","2022-10-25","http://albosquillace.asmenet.it/allegati.php?id_doc=10111025&sez=&data1=10/10/2022&data2=25/10/2022","allegati/fonte1/0837/2022/- Det_n°463_del_10.10.2022.pdf"
"1","0836/2022","avvisi vari","","2022-10-10","Avviso di deposito - sig. Vatrano Ivan -.","2022-10-10","2022-10-18","http://albosquillace.asmenet.it/allegati.php?id_doc=10091056&sez=&data1=10/10/2022&data2=18/10/2022","allegati/fonte1/0836/2022/- prot. n. 505 bis.pdf"
"1","0835/2022","avvisi vari","","2022-10-10","Avviso di deposito - sig. Vatrano Ivan -","2022-10-10","2022-10-18","http://albosquillace.asmenet.it/allegati.php?id_doc=10091021&sez=&data1=10/10/2022&data2=18/10/2022","allegati/fonte1/0835/2022/- prot. n. 5905.pdf"
"1","0834/2022","avvisi vari","","2022-10-10","Riapertura termini avviso pubblico per l'assegnazione deòòe risorse a favore di persone con disabilità grave prive del sostegno familiare - dopo di noi - ....","2022-10-10","2022-10-20","http://albosquillace.asmenet.it/allegati.php?id_doc=10091005&sez=&data1=10/10/2022&data2=20/10/2022","allegati/fonte1/0834/2022/- comunicazione prot .n 6107.pdf"
"1","0833/2022","Delibere di giunta","","2022-10-07","CIS - Acqua Bene Comune - Lavori di Intervento per il rifacimento della condotta di adduzione idrica principale del centro urbano di Squillace. Approvazione progetto di fattibilità tecnica ed economica e nomina RUP.-","2022-10-07","2022-10-22","http://albosquillace.asmenet.it/allegati.php?id_doc=7111008&sez=&data1=07/10/2022&data2=22/10/2022","allegati/fonte1/0833/2022/- Del_G.C._n°107_del_30.09.2022.pdf"
"1","0832/2022","Determine Dirigenziali","","2022-10-07","IMPEGNO DI SPESA ED AFFIDAMENTO INCARICO SERVIZIO ATTIVAZIONE E GESTIONE DEGLI IMPIANTI DI RISCALDAMENTO-CLIMATIZZAZIONE DEGLI IMMOBILI COMUNALI, PERIODO DI ESERCIZIO 01.11.2022 – 15.09.2023 – DITTA DE SANTIS SRL.-","2022-10-07","2022-10-22","http://albosquillace.asmenet.it/allegati.php?id_doc=7101049&sez=&data1=07/10/2022&data2=22/10/2022","allegati/fonte1/0832/2022/- Det_n°461_del_04.10.2022.pdf"
"1","0831/2022","Determine Dirigenziali","","2022-10-07","Liquidazione ditta Nuova Elscar per assistenza tecnica .....","2022-10-07","2022-10-17","http://albosquillace.asmenet.it/allegati.php?id_doc=7101043&sez=&data1=07/10/2022&data2=17/10/2022","allegati/fonte1/0831/2022/- Det n. 462_22.pdf"
"1","0830/2022","Determine Dirigenziali","","2022-10-06","Lavori di Realizzazione di un impianto sportivo polifunzionale - Campo di calcio di Squillace.  Conto finale dei lavori","2022-10-06","2022-10-21","http://albosquillace.asmenet.it/allegati.php?id_doc=6111011&sez=&data1=06/10/2022&data2=21/10/2022","allegati/fonte1/0830/2022/- Det_n°460_del_04.10.2022.pdf"
"1","0829/2022","Bandi di gara - Esiti gare e appalti","","2022-10-05","“Opere di risanamento delle situazioni di dissesto idrogeologico nel centro abitato” di Squillace (CZ). - AVVISO DI AVVENUTA STIPULA DEL CONTRATTO","2022-10-05","2022-11-04","http://albosquillace.asmenet.it/allegati.php?id_doc=5131034&sez=&data1=05/10/2022&data2=04/11/2022","allegati/fonte1/0829/2022/- Avviso avvenuta stipula contratto.pdf"
"1","0828/2022","Determine Dirigenziali","","2022-10-05","Estumulazione salme intervento del 06 ottobre 2022 - F.LLI Camporato - Impegno di spesa.-","2022-10-05","2022-10-20","http://albosquillace.asmenet.it/allegati.php?id_doc=5111028&sez=&data1=05/10/2022&data2=20/10/2022","allegati/fonte1/0828/2022/- Det_n°460_del_03.10.2022.pdf"
"1","0827/2022","Determine Dirigenziali","","2022-10-05","Impegno di spesa - lavorazione e postalizzazione verbali - Ditta Lineamax - Borgia.-","2022-10-05","2022-10-20","http://albosquillace.asmenet.it/allegati.php?id_doc=5111014&sez=&data1=05/10/2022&data2=20/10/2022","allegati/fonte1/0827/2022/- Det_n°459_del_03.10.2022.pdf"
"1","0826/2022","Determine Dirigenziali","","2022-10-04","DIRITTI DI ROGITO SEGRETARIA COMUNALE ANNO 2019/2021","2022-10-04","2022-10-14","http://albosquillace.asmenet.it/allegati.php?id_doc=4151006&sez=&data1=04/10/2022&data2=14/10/2022","allegati/fonte1/0826/2022/- det. n. 415_22.pdf"
"1","0825/2022","Determine Dirigenziali","","2022-10-04","Impegno di spesa - Stasatura tratti rete reflui territorio comunale - Ditta Sandro Greco srl.-","2022-10-04","2022-10-19","http://albosquillace.asmenet.it/allegati.php?id_doc=4131003&sez=&data1=04/10/2022&data2=19/10/2022","allegati/fonte1/0825/2022/- Det_n°458_del_03.10.2022.pdf"
"1","0824/2022","avvisi vari","","2022-10-04","Fondo di povertà - Patto di integrità -.","2022-10-04","2022-11-15","http://albosquillace.asmenet.it/allegati.php?id_doc=4121027&sez=&data1=04/10/2022&data2=15/11/2022","allegati/fonte1/0824/2022/- Patto di povertà.pdf"
"1","0823/2022","Determine Dirigenziali","","2022-10-04","Centri Estivi 2022 - Liquidazione Ass.ne Sportiva Dilettantistica ""Skilletion"" -.","2022-10-04","2022-10-14","http://albosquillace.asmenet.it/allegati.php?id_doc=4101031&sez=&data1=04/10/2022&data2=14/10/2022","allegati/fonte1/0823/2022/- Det. n. 457_22.pdf"
"1","0822/2022","avvisi vari","","2022-10-04","Avviso di deposito","2022-10-04","2022-10-14","http://albosquillace.asmenet.it/allegati.php?id_doc=4101000&sez=&data1=04/10/2022&data2=14/10/2022","allegati/fonte1/0822/2022/- prot. n . 6027.pdf"
"1","0821/2022","avvisi vari","","2022-10-04","Avviso di deposito","2022-10-04","2022-10-14","http://albosquillace.asmenet.it/allegati.php?id_doc=4101014&sez=&data1=04/10/2022&data2=14/10/2022","allegati/fonte1/0821/2022/- prot.n. 6026.pdf"
"1","0820/2022","avvisi vari","","2022-10-04","Iscrizione albo scrutatori e presidenti di seggio","2022-10-04","2022-12-03","http://albosquillace.asmenet.it/allegati.php?id_doc=4091033&sez=&data1=04/10/2022&data2=03/12/2022","allegati/fonte1/0820/2022/- avviso prot. n. 6018.pdf"
"1","0819/2022","Determine Dirigenziali","","2022-10-03","LEGITTIMAZIONE ED AFFRANCAZIONE AREA DEMANIO USO CIVICO, UBICATA NEL COMUNE DI SQUILLACE, CONTRADDISTINTA AL FOGLIO N° 32 PARTICELLE N° 85 – 86 – 87 – 88 – 89 E 90 PER TOTALI HA 0.23.00 ED UBICATO IN LOCALITÀ DENOMINATA  CATENA-POVEROMO.-","2022-10-03","2022-10-18","http://albosquillace.asmenet.it/allegati.php?id_doc=3171027&sez=&data1=03/10/2022&data2=18/10/2022","allegati/fonte1/0819/2022/- Det_n°456_del_03.10.2022.pdf"
"1","0818/2022","Ordinanze","","2022-10-03","Ordinanza n. 107 del 03.10.
2022","2022-10-03","2022-10-13","http://albosquillace.asmenet.it/allegati.php?id_doc=3171022&sez=&data1=03/10/2022&data2=13/10/2022","allegati/fonte1/0818/2022/- Ordinanza n. 107_22.pdf"
