tipo,oggetto,numero_atto,data_atto,doc_principale_url,allegati,data_atto_normalizzata
"579

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Ricorso da Iozzo Sud S.r.l. alla Corte di Giutizia Tributaria di Secondo Grado. Atto di indirizzo conferimento incarico legale.,68,06/05/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12669,"allegati/fonte2/68/Delibera_n_68_Documento_Principale.pdf,allegati/fonte2/68/Del.G.C.n.68_26.pdf",2026-05-06
"578

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Tariffa conferimento rifiuti solidi urbani anno 2009- Comune di Squillace- Ingiunzione amministrativa ex Art. 40/bis legge regionale n°8/22. Atto di indirizzo conferimento incarico legale.,67,06/05/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12668,"allegati/fonte2/67/Delibera_n_67_Documento_Principale.pdf,allegati/fonte2/67/Del.G.C.n.67_26.pdf",2026-05-06
"577

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Concessione patrocinio e contributo per la ristampa del libro ""Squillace- Santuario della Madonna del Ponte"".",66,06/05/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12667,"allegati/fonte2/66/Delibera_n_66_Documento_Principale.pdf,allegati/fonte2/66/Del.G.C.n.66_26.pdf",2026-05-06
"576

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Approvazione schema di rendiconto esercizio finanziario 2025 e relazione sulla gestione ai sensi degli artt. 227 e 231 del D.Lgs. n. 267/2000.,65,06/05/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12666,"allegati/fonte2/65/Delibera_n_65_Documento_Principale.pdf,allegati/fonte2/65/Del.G.C.n.65_26.pdf",2026-05-06
"575

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Deliberazione di Giunta comunale n. 1 in data 12.01.2026 ad oggetto: ""Utilizzo a scavalco della prestazione lavorativa della dipendente del Comune di Belcastro- dott.ssa Giuseppina Riccelli. Determinazioni"". Integrazione.",18,23/01/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12665,"allegati/fonte2/18/Delibera_n_18_Documento_Principale.pdf,allegati/fonte2/18/Del.G.C.n.18_26.pdf",2026-01-23
"568

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Adozione del Piano Integrato di Attività e Organizzazione  (PIAO)- Art. 6, D.L. n. 80/2021 e art. 6 D.M. 132/2022-2026-2028.",64,06/05/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12653,"allegati/fonte2/64/Delibera_n_64_Documento_Principale.pdf,allegati/fonte2/64/Del.G.C.n.64_26.pdf,allegati/fonte2/64/Allegato - allegatin.64_26_compressed.pdf",2026-05-06
"557

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Riaccertamento ordinario dei residui al 31 Dicembre 2025 (Art. 3, comma 4, D.Lgs. n. 118/2011).",63,04/05/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12625,"allegati/fonte2/63/Delibera_n_63_Documento_Principale.pdf,allegati/fonte2/63/Del.G.C.n.63_26.pdf,allegati/fonte2/63/Allegato - 2 Allegato A elenco residui attivi e passivi es 2025.PDF,allegati/fonte2/63/Allegato - 3 Allegato B variazione al bilancio dell’esercizio 2025.PDF,allegati/fonte2/63/Allegato - 4 Allegato C variazione al bilancio 2026-2028 - esercizio 2026.PDF",2026-05-04
"543

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Deliberazione della Giunta Comunale n. 36 del 04/03/2026 avente ad oggetto ""Concessione in comodato d'uso gratuito locali posti nell'immobile dell' ex Liceo artistico ed approvazione dello schema di convenzione"". Sospensione prudenziale dell'attuazione e della sottoscrizione della convenzione. Avvio di ricognizione generale delle assegnazioni, concessioni, comodati e utilizzazioni gratuite o agevolate di beni e locali comunali. Indirizzi agli uffici.",62,28/04/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12593,"allegati/fonte2/62/Delibera_n_62_Documento_Principale.pdf,allegati/fonte2/62/Del.G.C.n.62_26.pdf",2026-04-28
"542

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Iscrizione all'Albo comunale delle Associazioni- ODV ""Spazio Aperto"".",61,28/04/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12592,"allegati/fonte2/61/Delibera_n_61_Documento_Principale.pdf,allegati/fonte2/61/Del.G.C.n.61_26.pdf",2026-04-28
"541

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","""Realizzazione di nuovi impianti di videosorveglianza a tutela della legalità e della sicurezza urbana nel Comune di Squillace (CZ)- Annualità 2026"". Richiesta di finanziamento a valere sulle risorse finanziarie della Regione Calabria Programma Operativo Complementare POC 2014-2020, Asse 9: Inclusione sociale OT9 ""Promuovere l'inclusione sociale e combattere la povertà e ogni discriminazione""- Obiettivo Specifico: 9.6. Aumento della legalità nelle aree ad alta esclusione sociale e miglioramento del tessuto urbano nelle aree a basso tasso di legalità. Azione 9.6.7 Interventi di miglioramento del tessuto urbano e delle aree ad alta esclusione sociale anche ai fini di contrastare lo spopolamento. Richiesta finanziamento ed approvazione progetto esecutivo. CUP: C85G26000000002.",60,28/04/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12591,"allegati/fonte2/60/Delibera_n_60_Documento_Principale.pdf,allegati/fonte2/60/Del.G.C.n.60_26.pdf",2026-04-28
"537

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Disciplina per il rilascio dell'attestazione di inutilizzabilità dei veicoli fuori uso sottoposti a fermo fiscale ai fini della rottamazione , ai sensi dell'art. 3 della legge 26 gennaio 2026 n. 14 approvazione modulistica e determinazione diritti di istruttoria.",48,25/03/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12584,"allegati/fonte2/48/Delibera_n_48_Documento_Principale.pdf,allegati/fonte2/48/Del.G.C.n.48_26.pdf",2026-03-25
"506

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","APQ Borghi ed Ospitalità- Progetti di valorizzazione dei Borghi della Calabria.Lavori per la realizzazione del ""Programma borgovivo cultura, tradizione ed innovazione"". Approvazione in linea tecnica della seconda perizia di variante tecnica e suppletiva. CUP: C87H21000240002",55,14/04/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12522,"allegati/fonte2/55/Delibera_n_55_Documento_Principale.pdf,allegati/fonte2/55/Del.G.C.n.55_26.pdf",2026-04-14
"491

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Istituzione elenco famiglie bisognose per l'ammissione al beneficio del banco alimentare ed altre iniziative promosse dal Comune . Atto di indirizzo,57,14/04/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12495,"allegati/fonte2/57/Delibera_n_57_Documento_Principale.pdf,allegati/fonte2/57/Del.G.C.n.57_26.pdf",2026-04-14
"490

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Manifestazione sportiva"" Corri a Squillace""- V Edizione. Concessione patrocinio gratuito",56,14/04/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12494,"allegati/fonte2/56/Delibera_n_56_Documento_Principale.pdf,allegati/fonte2/56/Del.G.C.n.56_26.pdf",2026-04-14
"489

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Approvazione bando di concorso letterario scolastico ""Squillace: la mia città tra mare e borgo"".",58,14/04/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12493,"allegati/fonte2/58/Delibera_n_58_Documento_Principale.pdf,allegati/fonte2/58/Del.G.C.n.58_26.pdf",2026-04-14
"488

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Concessione contributo economico per la realizzazione della ""Festa Patronale in onore di Sant' Agazio""- anno 2026.",59,14/04/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12492,"allegati/fonte2/59/Delibera_n_59_Documento_Principale.pdf,allegati/fonte2/59/Del.G.C.n.59_26.pdf",2026-04-14
"465

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Concessione in comodato d'uso gratuito locali posti nell'immobile dell'ex Liceo artistico ed approvazione dello schema di convenzione.,36,04/03/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12422,"allegati/fonte2/36/Delibera_n_36_Documento_Principale.pdf,allegati/fonte2/36/Del.G.C.n,.36_26.pdf,allegati/fonte2/36/Allegato - allegatischemaconv.pdf",2026-03-04
"440

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Programma Triennale OO.PP 2026/2028 e dell'Elenco annuale dei lavori 2026 e del Programma Triennale Forniture e Servizi 2026/2028 e del relativo Elelnco annuale 2026 (art. 37, commi 1, 2, 3 del D.Lgs. n. 36/2026)- Integrazione della Delibera di Consiglio Comunale n° 43 del 29/12/2025.",53,01/04/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12370,"allegati/fonte2/53/Delibera_n_53_Documento_Principale.pdf,allegati/fonte2/53/Del.G.C.n.53_26.pdf,allegati/fonte2/53/Allegato - allegatin.53_26.pdf",2026-04-01
"439

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Dismissione n. 06 automezzi appartenenti all'autoparco comunale. Atto di indirizzo.,15,23/01/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12369,"allegati/fonte2/15/Delibera_n_15_Documento_Principale.pdf,allegati/fonte2/15/Del.G.c.n.15_26.pdf",2026-01-23
"438

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Atto di indirizzo per l'espletamento di procedura ad evidenza pubblica per l'affidamento in concessione d'uso del suolo pubblico per l'installazione di un chiosco.,47,25/03/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12368,"allegati/fonte2/47/Delibera_n_47_Documento_Principale.pdf,allegati/fonte2/47/Del.G.C.n.47_26.pdf",2026-03-25
"424

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Approvazione Protocollo d'Intesa tra Azienda Calabria Verde e Comune di Squillace.,49,01/04/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12344,"allegati/fonte2/49/Delibera_n_49_Documento_Principale.pdf,allegati/fonte2/49/Del.G.C.n.49_26.pdf,allegati/fonte2/49/Allegato - allegatin.49_26.pdf",2026-04-01
"416

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Atto di indirizzo finalizzato al miglioramento della qualità ambientale del territorio- Adesione al programma internazionale Eco-Schools.,54,01/04/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12329,"allegati/fonte2/54/Delibera_n_54_Documento_Principale.pdf,allegati/fonte2/54/Del.G.C.n.54_26.pdf",2026-04-01
"415

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Variazione al bilancio di previsione finanziario 2026/2028 (Art. 175, comma 4, del D.lgs. n. 267/2000). Contr. PNRR Antic, Edif. Scol.",51,01/04/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12328,"allegati/fonte2/51/Delibera_n_51_Documento_Principale.pdf,allegati/fonte2/51/Del.G.C.n.51_26.pdf",2026-04-01
"407

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Approvazione atto di transazione tra il Comune di Squillace e la Sig.ra Bilotti Simona Maria,52,01/04/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12303,"allegati/fonte2/52/Delibera_n_52_Documento_Principale.pdf,allegati/fonte2/52/Del.G.C.n.52_26.pdf",2026-04-01
"406

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Dipendente sig. Giuseppe Merenda- Istanza di collocamento a riposo. Determinazione,50,01/04/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12302,"allegati/fonte2/50/Delibera_n_50_Documento_Principale.pdf,allegati/fonte2/50/Del.G.C.n.50_26.pdf",2026-04-01
"404

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Approvazione atto di transazione tra il Comune di Squillace e la sig.ra Bilotti Simona Maria.,44,18/03/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12299,"allegati/fonte2/44/Delibera_n_44_Documento_Principale.pdf,allegati/fonte2/44/Del.G.C.n.44_26.pdf",2026-03-18
"403

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Consiglio",Approvazione regolamento comunale per il commercio su aree pubbliche.,6,18/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12297,"allegati/fonte2/6/Delibera_n_6_Documento_Principale.pdf,allegati/fonte2/6/Del.C.C.n.6_26.pdf,allegati/fonte2/6/Allegato - regolcommerciopubb.pdf",2026-02-18
"369

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Consiglio",Approvazione regolamento comunale per la tutela e l'uso delle Aree Verdi.,4,18/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12227,"allegati/fonte2/4/Delibera_n_4_Documento_Principale.pdf,allegati/fonte2/4/Del.C.C.n.4_26.pdf,allegati/fonte2/4/Allegato - regolamentoareeverdi.pdf",2026-02-18
"366

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Consiglio",Approvazione regolamento comunale di polizia locale.,7,18/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12221,"allegati/fonte2/7/Delibera_n_7_Documento_Principale.pdf,allegati/fonte2/7/Del.C.C.n.7_26.pdf,allegati/fonte2/7/Allegato - regolampolizialocale.pdf",2026-02-18
"365

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Consiglio",Approvazione regolamento comunale sulla tutela ed il benessere degli animali.,5,18/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12219,"allegati/fonte2/5/Delibera_n_5_Documento_Principale.pdf,allegati/fonte2/5/Del.C.C.n.5_26.pdf,allegati/fonte2/5/Allegato - regolam.tutelabeneanimali.pdf",2026-02-18
"359

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Concessione contributo economico alla Parrocchia di san Nicola Vescovo.,43,18/03/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12208,"allegati/fonte2/43/Delibera_n_43_Documento_Principale.pdf,allegati/fonte2/43/Del.G.C.n.43_26.pdf",2026-03-18
"358

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Regolamento recante la disciplina dell'accesso agli impieghi, delle selezioni pubbliche e delle altre procedure. Modifica.",40,04/03/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12207,"allegati/fonte2/40/Delibera_n_40_Documento_Principale.pdf,allegati/fonte2/40/Del.G.C.n.40_26.pdf",2026-03-04
"357

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Realizzazione del programma estivo ""Squillace in festa""- Anno 2026. Atto di indirizzo.",38,04/03/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12206,"allegati/fonte2/38/Delibera_n_38_Documento_Principale.pdf,allegati/fonte2/38/Del.G.C.n.38_26.pdf",2026-03-04
"356

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Adesione al Progetto ""Crescere in Comune""- Piano di azioni di rigenerazione amministrativa in favore degli Enti locali calabresi, giusta DGR n. 617/2024 del 19/11/2024.",35,04/03/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12205,"allegati/fonte2/35/Delibera_n_35_Documento_Principale.pdf,allegati/fonte2/35/Del.G.C.n.35_26.pdf",2026-03-04
"355

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Approvazione dell'aggiornamneto del valore initario del costo di costruzione per l'annulaità 2026, ai sensi dell'art. 16 comma 9 del DPR n. 380/2001.",46,18/03/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12204,"allegati/fonte2/46/Delibera_n_46_Documento_Principale.pdf,allegati/fonte2/46/Del.G.C.n.46_26.pdf",2026-03-18
"354

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Richiesta contributo Associazione folkloristica Carnevale Squillacese. Atto di indirizzo.,39,04/03/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12203,"allegati/fonte2/39/Delibera_n_39_Documento_Principale.pdf,allegati/fonte2/39/Del.G.C.n.39_26.pdf",2026-03-04
"340

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Consiglio","Variazione al bilancio di previsione finanziario 2026-2028 ratifica della deliberazione di Giunta Comunale n. 19 in data 23.0126 adottata ai sensi dell'art. 15, comma 4-bis, D.L. n. 77/2021 e dell'art. 175, comma 4 del d.lgs. n. 267/2000.",9,17/03/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12176,"allegati/fonte2/9/Delibera_n_9_Documento_Principale.pdf,allegati/fonte2/9/Del.C.C.n.9_26.pdf,allegati/fonte2/9/Allegato - allegatic.c.n.9_26.pdf",2026-03-17
"330

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Realizzazione dell'intervento ""Cassiodoro e la cultura della restanza""- Determinazioni.",23,11/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12157,"allegati/fonte2/23/Delibera_n_23_Documento_Principale.pdf,allegati/fonte2/23/Del.G.C.n.23_26.pdf",2026-02-11
"329

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Gemellaggio tra la città di Pyrgos e la città di Squillace - determinazioni.,41,18/03/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12156,"allegati/fonte2/41/Delibera_n_41_Documento_Principale.pdf,allegati/fonte2/41/Del.G.C.n.41_26.pdf",2026-03-18
"321

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Consiglio","Variazione al bilancio di previsione finanziario 2026/2028 (Art. 175, comma 2, del D.Lgs. n. 267/2000). Contr. GSE Edif. Scol.",10,17/03/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12136,"allegati/fonte2/10/Delibera_n_10_Documento_Principale.pdf,allegati/fonte2/10/Del.C.C.n.10_26.pdf,allegati/fonte2/10/Allegato - allegatibilancioprevisione.pdf",2026-03-17
"320

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Consiglio","Scioglimento convenzione per la gestione del servizio di segreteria comunale tra i comuni di Davoli, Squillace e Guardavalle",11,17/03/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12135,"allegati/fonte2/11/Delibera_n_11_Documento_Principale.pdf,allegati/fonte2/11/Del.C.C.n.11_26.pdf",2026-03-17
"259

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Erogazione contributo a favore dello scrittore Ferdinando Polito per la realizzazione dell'opera letteraria ""Una storia sbilenca- il mio viaggio con la miastenia tra sfide, resilienza e lezione di vita"".",34,24/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12015,"allegati/fonte2/34/Delibera_n_34_Documento_Principale.pdf,allegati/fonte2/34/Del.G.C.n.34_26.pdf",2026-02-24
"258

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Ricorso davanti alla Corte di Giutizia Tributaria di Primo Grado di Catanzaro, contro il Comune di Squillace, avverso la comunicazione preventiva di fermo amministrativo fascicolo n. 2024/000027636. Atto di indirizzo.",33,24/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12014,"allegati/fonte2/33/Delibera_n_33_Documento_Principale.pdf,allegati/fonte2/33/Del.G.C.n.33_26.pdf",2026-02-24
"257

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Ricorso ex art. 316 ss e 281 decies c.p.c. proposto davanti al Giudice di Pace di Catanzaro, contro il Comune di Squillace, avverso la comunicazione preventiva di fermo amministrativo fascicolo n. 2024/000027636. Atto di indirizzo.",32,24/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12013,"allegati/fonte2/32/Delibera_n_32_Documento_Principale.pdf,allegati/fonte2/32/Del.G.C.n.32_26.pdf",2026-02-24
"256

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Ricorso ex art. 316 c.p.c. proposto davanti al Giudice di Pace di Catanzaro, contro il Comune di Squillace, avverso il sollecito di pagamento n. 274/2024 relativo a servizio idrico 2022. Atto di indirizzo.",31,24/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=12012,"allegati/fonte2/31/Delibera_n_31_Documento_Principale.pdf,allegati/fonte2/31/Del.G.C.n.31_26.pdf",2026-02-24
"220

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Consiglio",Approvazione Regolamento comunale per il conferimento della Cittadinanza Onoraria e delle Civiche Benemerenze,3,18/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=11941,"allegati/fonte2/3/Delibera_n_3_Documento_Principale.pdf,allegati/fonte2/3/Del.C.C.n.3_26.pdf",2026-02-18
"219

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Consiglio","Approvazione del bilancio di previsione finanziario 2026-2028 (art. 151, d.lgs. n. 267/2000 e art. 10, d.lgs. n. 118/2011).",1,18/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=11940,"allegati/fonte2/1/Delibera_n_1_Documento_Principale.pdf,allegati/fonte2/1/Del.C.C.n.1_26.pdf",2026-02-18
"218

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Consiglio",Nomina Revisore dei Conti per il triennio 2026-2028.,2,18/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=11939,"allegati/fonte2/2/Delibera_n_2_Documento_Principale.pdf,allegati/fonte2/2/Del.C.C.n.2_26.pdf",2026-02-18
"206

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Consiglio",Conferimento della Cittadinanza Onoraraia a Sua Eminenza il Cardinale Domenico Battaglia,8,24/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=11917,"allegati/fonte2/8/Delibera_n_8_Documento_Principale.pdf,allegati/fonte2/8/Del.C.c.n.8_26.pdf",2026-02-24
"205

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Ricorso ex art. 316 e ss. e 281 decies c.p.c. proposto davanti al Giudice di Pace di catanzaro, contro il Comune di Squillace. Atto di indirizzo.",30,24/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=11916,"allegati/fonte2/30/Delibera_n_30_Documento_Principale.pdf,allegati/fonte2/30/Del.G.C.n.30_26.pdf",2026-02-24
"186

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Autorizzazione alla cessione a titolo gratuito alla Croce Rossa Italiana- Unità territoriale di Squillace- del mezzo tipo ambulanza.,29,18/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=11882,"allegati/fonte2/29/Delibera_n_29_Documento_Principale.pdf,allegati/fonte2/29/Del.G.C.n. 29_26.pdf",2026-02-18
"185

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Indirizzi organizzativi per il conferimento della cittadinanza onoraria a Sua Eminenza Reverendissima Cardinale Don Mimmo Battaglia.,24,11/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=11881,"allegati/fonte2/24/Delibera_n_24_Documento_Principale.pdf,allegati/fonte2/24/Del.G.C.n.24_26.pdf",2026-02-11
"184

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Referendum popolare Confermativo ex art. 138 della Costituzione in data 22 e 23 Marzo 2026. Individuazione, delimitazione ed assegnazione degli spazi per le affissioni di propaganda da parte dei partiti o gruppi politici rappresentati in Parlamento e dei promotori del Referendum.",28,18/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=11880,"allegati/fonte2/28/Delibera_n_28_Documento_Principale.pdf,allegati/fonte2/28/Del.G.C.n.28_26.pdf",2026-02-18
"183

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Approvazione del piano annuale dei flussi di cassa per l'esercizio 2026.,27,18/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=11879,"allegati/fonte2/27/Delibera_n_27_Documento_Principale.pdf,allegati/fonte2/27/Del.G.C.n.27_26.pdf",2026-02-18
"182

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Valorizzazione dell'accantonamento obbligatorio al fondo di garanzia debiti commerciali- Esercizio 2026 (Art. 1, C. 862, L.N. 145/2018)",26,18/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=11878,"allegati/fonte2/26/Delibera_n_26_Documento_Principale.pdf,allegati/fonte2/26/Del.G.C.n.26_26.pdf",2026-02-18
"181

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta",Approvazione atto di transazione tra il Comune di Squillace e CO.E.S. di Francesco Guzzo S.R.L. rappresentata e difesa dall'Avv. Gianluca Colosimo.,25,18/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=11877,"allegati/fonte2/25/Delibera_n_25_Documento_Principale.pdf,allegati/fonte2/25/Del.G.C.n.25_26.pdf",2026-02-18
"148

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Avviso Pubblico per rafforzare e migliorare l'offerta educativa nella fascia di età da zero a sei anni mediante la fornitura di arredi didattici innovativi, ai sensi dell'art. 29, comma 3, del decreto-legge 7 maggio 2024, n. 60, convertito, con modificazioni, dalla legge 4 luglio 2024, n. 95, nell'ambito del Programma Nazionale ""PN Scuola e competenze"" 2021-2027, in attuazione del regolamento (UE) n. 2021/1060 per le regioni c.d. ""meno sviluppate"" Fondi Strutturali Europei- Programma Nazionale ""Scuola e Competenze"" 2021-2027 Fondo Europeo di Sviluppo Regionale (FESR) Approvazione della lettera d'intenti per la partecipazione congiunta.",21,11/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=11806,"allegati/fonte2/21/Delibera_n_21_Documento_Principale.pdf,allegati/fonte2/21/Del.G.C.n.21_26.pdf,allegati/fonte2/21/Allegato - allegatin.21_26.pdf",2026-02-11
"143

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Decreto Dirigenziale della Regione Calabria n. 20099 del 23.12.2025 Programma Strategico della PAC 2023-2027- Complemento Strategico Regionale della Calabria, D.G.R. n. 738 del 28.12.2022- Approvazione secondo Avviso Pubblico Intervento SRD07- Investimenti in infrastrutture per l'agricoltura e per lo sviluppo socio- economico delle aree rurali e presentazione domande di sostegno. Approvazione del progetto esecutivo relativo ai ""Lavori di ristrutturazione e messa in sicurezza della strada comunale esistente Sportà a sevizio delle areee rurali e delle aziende agricole"". CUP: C85F26000080002.",22,11/02/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=11797,"allegati/fonte2/22/Delibera_n_22_Documento_Principale.pdf,allegati/fonte2/22/Del.G.C.n.22_26.pdf",2026-02-11
"141

Mittente
COMUNE DI SQUILLACE  

Tipo
Delibere di Giunta","Approvazione progetto ""Benvenuto tra noi"" e contestuale atto di indirizzo",14,21/01/2026,https://portale5.halleysud.it/squillace/mc/mc_attachment.php?mc=11795,"allegati/fonte2/14/Delibera_n_14_Documento_Principale.pdf,allegati/fonte2/14/Del.G.C.n.14_26.pdf",2026-01-21
